fen,move_rank,move
3rrk2/1p3ppp/7b/P4N2/1P6/2P1pP2/R3R1KP/2Bn4 w - - 15 36,2,"{'Move': 'a2a3', 'Centipawn': -21, 'Mate': None}"
3rrk2/1p3ppp/7b/P4N2/1P6/R1P1pP2/4R1KP/2Bn4 b - - 16 36,2,"{'Move': 'h6f4', 'Centipawn': -19, 'Mate': None}"
3rrk2/1p3ppp/8/P4N2/1P3b2/R1P1pP2/4R1KP/2Bn4 w - - 17 37,2,"{'Move': 'b4b5', 'Centipawn': -14, 'Mate': None}"
3rrk2/1p3ppp/8/PP3N2/5b2/R1P1pP2/4R1KP/2Bn4 b - - 0 37,2,"{'Move': 'g7g6', 'Centipawn': -18, 'Mate': None}"
3rrk2/1p3p1p/6p1/PP3N2/5b2/R1P1pP2/4R1KP/2Bn4 w - - 0 38,2,"{'Move': 'f5d4', 'Centipawn': -17, 'Mate': None}"
3rrk2/1p3p1p/6p1/PP6/3N1b2/R1P1pP2/4R1KP/2Bn4 b - - 1 38,2,"{'Move': 'd8c8', 'Centipawn': -21, 'Mate': None}"
2r1rk2/1p3p1p/6p1/PP6/3N1b2/R1P1pP2/4R1KP/2Bn4 w - - 2 39,2,"{'Move': 'e2e1', 'Centipawn': -18, 'Mate': None}"
2r1rk2/1p3p1p/6p1/PP6/3N1b2/R1P1pP2/6KP/2BnR3 b - - 3 39,2,"{'Move': 'd1c3', 'Centipawn': -21, 'Mate': None}"
3rr1k1/1p3ppp/7b/P7/1P1N4/2P1pP2/R3R1KP/2Bn4 w - - 13 35,3,"{'Move': 'a2c2', 'Centipawn': -9, 'Mate': None}"
3rr1k1/1p3ppp/7b/P7/1P1N4/2P1pP2/2R1R1KP/2Bn4 b - - 14 35,3,"{'Move': 'g7g6', 'Centipawn': -13, 'Mate': None}"
3rr1k1/1p3p1p/6pb/P7/1P1N4/2P1pP2/2R1R1KP/2Bn4 w - - 0 36,3,"{'Move': 'e2e1', 'Centipawn': -11, 'Mate': None}"
3rr1k1/1p3p1p/6pb/P7/1P1N4/2P1pP2/2R3KP/2BnR3 b - - 1 36,3,"{'Move': 'd1c3', 'Centipawn': -9, 'Mate': None}"
3rr1k1/1p3p1p/6pb/P7/1P1N4/2n1pP2/2R3KP/2B1R3 w - - 0 37,3,"{'Move': 'c2c3', 'Centipawn': -10, 'Mate': None}"
3rr1k1/1p3p1p/6pb/P7/1P1N4/2R1pP2/6KP/2B1R3 b - - 0 37,3,"{'Move': 'd8d4', 'Centipawn': -12, 'Mate': None}"
4r1k1/1p3p1p/6pb/P7/1P1r4/2R1pP2/6KP/2B1R3 w - - 0 38,3,"{'Move': 'c1e3', 'Centipawn': -7, 'Mate': None}"
4r1k1/1p3p1p/6pb/P7/1P1r4/2R1BP2/6KP/4R3 b - - 0 38,3,"{'Move': 'e8e3', 'Centipawn': -7, 'Mate': None}"
6k1/1p3p1p/6pb/P7/1P1r4/2R1rP2/6KP/4R3 w - - 0 39,3,"{'Move': 'c3e3', 'Centipawn': -11, 'Mate': None}"
6k1/1p3p1p/6pb/P7/1P1r4/4RP2/6KP/4R3 b - - 0 39,3,"{'Move': 'h6e3', 'Centipawn': -10, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N3P/2PnpP2/R3R1K1/2B5 w - - 1 36,1,"{'Move': 'a2a1', 'Centipawn': -248, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N3P/2PnpP2/4R1K1/R1B5 b - - 2 36,1,"{'Move': 'd3f4', 'Centipawn': -232, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N1n1P/2P1pP2/4R1K1/R1B5 w - - 3 37,1,"{'Move': 'g2f1', 'Centipawn': -261, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N1n1P/2P1pP2/4R3/R1B2K2 b - - 4 37,1,"{'Move': 'f4e2', 'Centipawn': -240, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N3P/2P1pP2/4n3/R1B2K2 w - - 0 38,1,"{'Move': 'f1e2', 'Centipawn': -246, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N3P/2P1pP2/4K3/R1B5 b - - 0 38,1,"{'Move': 'e5h5', 'Centipawn': -248, 'Mate': None}"
3r2k1/1p3ppp/7b/P6r/1P1N3P/2P1pP2/4K3/R1B5 w - - 1 39,1,"{'Move': 'b4b5', 'Centipawn': -260, 'Mate': None}"
3r2k1/1p3ppp/7b/PP5r/3N3P/2P1pP2/4K3/R1B5 b - - 0 39,1,"{'Move': 'h5h4', 'Centipawn': -231, 'Mate': None}"
3r2k1/1p3ppp/7b/PP6/3N3r/2P1pP2/4K3/R1B5 w - - 0 40,1,"{'Move': 'c1e3', 'Centipawn': -256, 'Mate': None}"
3r2k1/1p3ppp/7b/PP6/3N3r/2P1BP2/4K3/R7 b - - 0 40,1,"{'Move': 'd8e8', 'Centipawn': -271, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N3P/2P1pP2/R3R1K1/2Bn4 w - - 1 36,2,"{'Move': 'a2c2', 'Centipawn': 0, 'Mate': None}"
3r2k1/1p3ppp/7b/P3r3/1P1N3P/2P1pP2/2R1R1K1/2Bn4 b - - 2 36,2,"{'Move': 'e5e8', 'Centipawn': 0, 'Mate': None}"
3rr1k1/1p3ppp/7b/P7/1P1N3P/2P1pP2/2R1R1K1/2Bn4 w - - 3 37,2,"{'Move': 'b4b5', 'Centipawn': 0, 'Mate': None}"
3rr1k1/1p3ppp/7b/PP6/3N3P/2P1pP2/2R1R1K1/2Bn4 b - - 0 37,2,"{'Move': 'g7g6', 'Centipawn': 0, 'Mate': None}"
3rr1k1/1p3p1p/6pb/PP6/3N3P/2P1pP2/2R1R1K1/2Bn4 w - - 0 38,2,"{'Move': 'e2e1', 'Centipawn': 0, 'Mate': None}"
3rr1k1/1p3p1p/6pb/PP6/3N3P/2P1pP2/2R3K1/2BnR3 b - - 1 38,2,"{'Move': 'd1c3', 'Centipawn': 0, 'Mate': None}"
3rr1k1/1p3p1p/6pb/PP6/3N3P/2n1pP2/2R3K1/2B1R3 w - - 0 39,2,"{'Move': 'c2c3', 'Centipawn': 0, 'Mate': None}"
3rr1k1/1p3p1p/6pb/PP6/3N3P/2R1pP2/6K1/2B1R3 b - - 0 39,2,"{'Move': 'd8d4', 'Centipawn': 0, 'Mate': None}"
4r1k1/1p3p1p/6pb/PP6/3r3P/2R1pP2/6K1/2B1R3 w - - 0 40,2,"{'Move': 'c1e3', 'Centipawn': 0, 'Mate': None}"
4r1k1/1p3p1p/6pb/PP6/3r3P/2R1BP2/6K1/4R3 b - - 0 40,2,"{'Move': 'e8e3', 'Centipawn': 0, 'Mate': None}"
3rr1k1/1p3ppp/7b/P7/1P1N3P/2P1pP2/R3RnK1/2B5 w - - 1 36,3,"{'Move': 'd4f5', 'Centipawn': 4, 'Mate': None}"
3rr1k1/1p3ppp/7b/P4N2/1P5P/2P1pP2/R3RnK1/2B5 b - - 2 36,3,"{'Move': 'f2d1', 'Centipawn': 19, 'Mate': None}"
3rr1k1/1p3ppp/7b/P4N2/1P5P/2P1pP2/R3R1K1/2Bn4 w - - 3 37,3,"{'Move': 'f5h6', 'Centipawn': 2, 'Mate': None}"
3rr1k1/1p3ppp/7N/P7/1P5P/2P1pP2/R3R1K1/2Bn4 b - - 0 37,3,"{'Move': 'g7h6', 'Centipawn': 2, 'Mate': None}"
3rr1k1/1p3p1p/7p/P7/1P5P/2P1pP2/R3R1K1/2Bn4 w - - 0 38,3,"{'Move': 'a2a3', 'Centipawn': 3, 'Mate': None}"
3rr1k1/1p3p1p/7p/P7/1P5P/R1P1pP2/4R1K1/2Bn4 b - - 1 38,3,"{'Move': 'f7f5', 'Centipawn': 1, 'Mate': None}"
3rr1k1/1p5p/7p/P4p2/1P5P/R1P1pP2/4R1K1/2Bn4 w - - 0 39,3,"{'Move': 'f3f4', 'Centipawn': 7, 'Mate': None}"
3rr1k1/1p5p/7p/P4p2/1P3P1P/R1P1p3/4R1K1/2Bn4 b - - 0 39,3,"{'Move': 'e8e4', 'Centipawn': 0, 'Mate': None}"
3r2k1/1p5p/7p/P4p2/1P2rP1P/R1P1p3/4R1K1/2Bn4 w - - 1 40,3,"{'Move': 'g2f3', 'Centipawn': 0, 'Mate': None}"
3r2k1/1p5p/7p/P4p2/1P2rP1P/R1P1pK2/4R3/2Bn4 b - - 2 40,3,"{'Move': 'e4c4', 'Centipawn': 3, 'Mate': None}"
6k1/1p3ppp/6rb/PP2r3/3N3P/2P1pP1n/R3R3/2B2K2 w - - 3 38,1,"{'Move': 'e2g2', 'Centipawn': 315, 'Mate': None}"
6k1/1p3ppp/6rb/PP2r3/3N3P/2P1pP1n/R5R1/2B2K2 b - - 4 38,1,"{'Move': 'e3e2', 'Centipawn': 312, 'Mate': None}"
6k1/1p3ppp/6rb/PP2r3/3N3P/2P2P1n/R3p1R1/2B2K2 w - - 0 39,1,"{'Move': 'a2e2', 'Centipawn': 358, 'Mate': None}"
6k1/1p3ppp/6rb/PP2r3/3N3P/2P2P1n/4R1R1/2B2K2 b - - 0 39,1,"{'Move': 'e5e2', 'Centipawn': 366, 'Mate': None}"
6k1/1p3ppp/6rb/PP6/3N3P/2P2P1n/4r1R1/2B2K2 w - - 0 40,1,"{'Move': 'd4e2', 'Centipawn': 350, 'Mate': None}"
6k1/1p3ppp/6rb/PP6/7P/2P2P1n/4N1R1/2B2K2 b - - 0 40,1,"{'Move': 'g6d6', 'Centipawn': 352, 'Mate': None}"
6k1/1p3ppp/3r3b/PP6/7P/2P2P1n/4N1R1/2B2K2 w - - 1 41,1,"{'Move': 'f1e1', 'Centipawn': 354, 'Mate': None}"
6k1/1p3ppp/3r3b/PP6/7P/2P2P1n/4N1R1/2B1K3 b - - 2 41,1,"{'Move': 'h6c1', 'Centipawn': 343, 'Mate': None}"
6k1/1p3ppp/3r4/PP6/7P/2P2P1n/4N1R1/2b1K3 w - - 0 42,1,"{'Move': 'e2c1', 'Centipawn': 354, 'Mate': None}"
6k1/1p3ppp/3r4/PP6/7P/2P2P1n/6R1/2N1K3 b - - 0 42,1,"{'Move': 'g8f8', 'Centipawn': 360, 'Mate': None}"
6k1/1p3ppp/6rb/PP2r3/3N3P/2P1pP2/R3R3/2B2K1n w - - 3 38,2,"{'Move': 'e2g2', 'Centipawn': 328, 'Mate': None}"
6k1/1p3ppp/6rb/PP2r3/3N3P/2P1pP2/R5R1/2B2K1n b - - 4 38,2,"{'Move': 'h1g3', 'Centipawn': 326, 'Mate': None}"
6k1/1p3ppp/6rb/PP2r3/3N3P/2P1pPn1/R5R1/2B2K2 w - - 5 39,2,"{'Move': 'f1e1', 'Centipawn': 362, 'Mate': None}"
6k1/1p3ppp/6rb/PP2r3/3N3P/2P1pPn1/R5R1/2B1K3 b - - 6 39,2,"{'Move': 'e5h5', 'Centipawn': 329, 'Mate': None}"
6k1/1p3ppp/6rb/PP5r/3N3P/2P1pPn1/R5R1/2B1K3 w - - 7 40,2,"{'Move': 'a5a6', 'Centipawn': 398, 'Mate': None}"
6k1/1p3ppp/P5rb/1P5r/3N3P/2P1pPn1/R5R1/2B1K3 b - - 0 40,2,"{'Move': 'b7a6', 'Centipawn': 401, 'Mate': None}"
6k1/5ppp/p5rb/1P5r/3N3P/2P1pPn1/R5R1/2B1K3 w - - 0 41,2,"{'Move': 'b5a6', 'Centipawn': 393, 'Mate': None}"
6k1/5ppp/P5rb/7r/3N3P/2P1pPn1/R5R1/2B1K3 b - - 0 41,2,"{'Move': 'h5h4', 'Centipawn': 405, 'Mate': None}"
6k1/5ppp/P5rb/8/3N3r/2P1pPn1/R5R1/2B1K3 w - - 0 42,2,"{'Move': 'g2g1', 'Centipawn': 336, 'Mate': None}"
6k1/5ppp/P5rb/8/3N3r/2P1pPn1/R7/2B1K1R1 b - - 1 42,2,"{'Move': 'g3f5', 'Centipawn': 321, 'Mate': None}"
4r1k1/1p3ppp/6rb/PP6/3N3P/2P1pP2/R3Rn2/2B2K2 w - - 3 38,3,"{'Move': 'h4h5', 'Centipawn': 366, 'Mate': None}"
4r1k1/1p3ppp/6rb/PP5P/3N4/2P1pP2/R3Rn2/2B2K2 b - - 0 38,3,"{'Move': 'g6d6', 'Centipawn': 350, 'Mate': None}"
4r1k1/1p3ppp/3r3b/PP5P/3N4/2P1pP2/R3Rn2/2B2K2 w - - 1 39,3,"{'Move': 'a5a6', 'Centipawn': 369, 'Mate': None}"
4r1k1/1p3ppp/P2r3b/1P5P/3N4/2P1pP2/R3Rn2/2B2K2 b - - 0 39,3,"{'Move': 'b7a6', 'Centipawn': 344, 'Mate': None}"
4r1k1/5ppp/p2r3b/1P5P/3N4/2P1pP2/R3Rn2/2B2K2 w - - 0 40,3,"{'Move': 'b5a6', 'Centipawn': 371, 'Mate': None}"
4r1k1/5ppp/P2r3b/7P/3N4/2P1pP2/R3Rn2/2B2K2 b - - 0 40,3,"{'Move': 'f2d1', 'Centipawn': 379, 'Mate': None}"
4r1k1/5ppp/P2r3b/7P/3N4/2P1pP2/R3R3/2Bn1K2 w - - 1 41,3,"{'Move': 'd4f5', 'Centipawn': 392, 'Mate': None}"
4r1k1/5ppp/P2r3b/5N1P/8/2P1pP2/R3R3/2Bn1K2 b - - 2 41,3,"{'Move': 'd6e6', 'Centipawn': 393, 'Mate': None}"
4r1k1/5ppp/P3r2b/5N1P/8/2P1pP2/R3R3/2Bn1K2 w - - 3 42,3,"{'Move': 'a6a7', 'Centipawn': 409, 'Mate': None}"
4r1k1/P4ppp/4r2b/5N1P/8/2P1pP2/R3R3/2Bn1K2 b - - 0 42,3,"{'Move': 'e8a8', 'Centipawn': 415, 'Mate': None}"
6k1/1p4pp/6r1/PP3p1r/3N3P/2P1RP2/R4n2/5K2 w - - 0 40,1,"{'Move': 'a2f2', 'Centipawn': 552, 'Mate': None}"
6k1/1p4pp/6r1/PP3p1r/3N3P/2P1RP2/5R2/5K2 b - - 0 40,1,"{'Move': 'h5h4', 'Centipawn': 557, 'Mate': None}"
6k1/1p4pp/6r1/PP3p2/3N3r/2P1RP2/5R2/5K2 w - - 0 41,1,"{'Move': 'e3e8', 'Centipawn': 554, 'Mate': None}"
4R1k1/1p4pp/6r1/PP3p2/3N3r/2P2P2/5R2/5K2 b - - 1 41,1,"{'Move': 'g8f7', 'Centipawn': 562, 'Mate': None}"
4R3/1p3kpp/6r1/PP3p2/3N3r/2P2P2/5R2/5K2 w - - 2 42,1,"{'Move': 'e8b8', 'Centipawn': 563, 'Mate': None}"
1R6/1p3kpp/6r1/PP3p2/3N3r/2P2P2/5R2/5K2 b - - 3 42,1,"{'Move': 'h4h1', 'Centipawn': 564, 'Mate': None}"
1R6/1p3kpp/6r1/PP3p2/3N4/2P2P2/5R2/5K1r w - - 4 43,1,"{'Move': 'f1e2', 'Centipawn': 578, 'Mate': None}"
1R6/1p3kpp/6r1/PP3p2/3N4/2P2P2/4KR2/7r b - - 5 43,1,"{'Move': 'h1a1', 'Centipawn': 574, 'Mate': None}"
1R6/1p3kpp/6r1/PP3p2/3N4/2P2P2/4KR2/r7 w - - 6 44,1,"{'Move': 'b8b7', 'Centipawn': 591, 'Mate': None}"
8/1R3kpp/6r1/PP3p2/3N4/2P2P2/4KR2/r7 b - - 0 44,1,"{'Move': 'f7e8', 'Centipawn': 585, 'Mate': None}"
6k1/1p3pp1/6rp/PP5r/3N3P/2P1RP2/R4n2/5K2 w - - 0 40,2,"{'Move': 'f1f2', 'Centipawn': 557, 'Mate': None}"
6k1/1p3pp1/6rp/PP5r/3N3P/2P1RP2/R4K2/8 b - - 0 40,2,"{'Move': 'h5h4', 'Centipawn': 561, 'Mate': None}"
6k1/1p3pp1/6rp/PP6/3N3r/2P1RP2/R4K2/8 w - - 0 41,2,"{'Move': 'e3e2', 'Centipawn': 538, 'Mate': None}"
6k1/1p3pp1/6rp/PP6/3N3r/2P2P2/R3RK2/8 b - - 1 41,2,"{'Move': 'h4h5', 'Centipawn': 564, 'Mate': None}"
6k1/1p3pp1/6rp/PP5r/3N4/2P2P2/R3RK2/8 w - - 2 42,2,"{'Move': 'a5a6', 'Centipawn': 583, 'Mate': None}"
6k1/1p3pp1/P5rp/1P5r/3N4/2P2P2/R3RK2/8 b - - 0 42,2,"{'Move': 'b7a6', 'Centipawn': 582, 'Mate': None}"
6k1/5pp1/p5rp/1P5r/3N4/2P2P2/R3RK2/8 w - - 0 43,2,"{'Move': 'b5a6', 'Centipawn': 580, 'Mate': None}"
6k1/5pp1/P5rp/7r/3N4/2P2P2/R3RK2/8 b - - 0 43,2,"{'Move': 'g6a6', 'Centipawn': 582, 'Mate': None}"
6k1/5pp1/r6p/7r/3N4/2P2P2/R3RK2/8 w - - 0 44,2,"{'Move': 'a2a6', 'Centipawn': 597, 'Mate': None}"
6k1/5pp1/R6p/7r/3N4/2P2P2/4RK2/8 b - - 0 44,2,"{'Move': 'h5c5', 'Centipawn': 590, 'Mate': None}"
6k1/1p4pp/5pr1/PP5r/3N3P/2P1RP2/R4n2/5K2 w - - 0 40,3,"{'Move': 'a2f2', 'Centipawn': 583, 'Mate': None}"
6k1/1p4pp/5pr1/PP5r/3N3P/2P1RP2/5R2/5K2 b - - 0 40,3,"{'Move': 'h5e5', 'Centipawn': 590, 'Mate': None}"
6k1/1p4pp/5pr1/PP2r3/3N3P/2P1RP2/5R2/5K2 w - - 1 41,3,"{'Move': 'f2e2', 'Centipawn': 577, 'Mate': None}"
6k1/1p4pp/5pr1/PP2r3/3N3P/2P1RP2/4R3/5K2 b - - 2 41,3,"{'Move': 'g6h6', 'Centipawn': 598, 'Mate': None}"
6k1/1p4pp/5p1r/PP2r3/3N3P/2P1RP2/4R3/5K2 w - - 3 42,3,"{'Move': 'e3e5', 'Centipawn': 582, 'Mate': None}"
6k1/1p4pp/5p1r/PP2R3/3N3P/2P2P2/4R3/5K2 b - - 0 42,3,"{'Move': 'f6e5', 'Centipawn': 611, 'Mate': None}"
6k1/1p4pp/7r/PP2p3/3N3P/2P2P2/4R3/5K2 w - - 0 43,3,"{'Move': 'e2e5', 'Centipawn': 596, 'Mate': None}"
6k1/1p4pp/7r/PP2R3/3N3P/2P2P2/8/5K2 b - - 0 43,3,"{'Move': 'g7g5', 'Centipawn': 605, 'Mate': None}"
6k1/1p5p/7r/PP2R1p1/3N3P/2P2P2/8/5K2 w - - 0 44,3,"{'Move': 'f1g2', 'Centipawn': 630, 'Mate': None}"
6k1/1p5p/7r/PP2R1p1/3N3P/2P2P2/6K1/8 b - - 1 44,3,"{'Move': 'g8f7', 'Centipawn': 632, 'Mate': None}"
r2qkb1r/pp1n1ppp/5n2/2pp4/3P4/5N2/PPP2PPP/RNBQR1K1 b kq - 1 8,1,"{'Move': 'f8e7', 'Centipawn': 140, 'Mate': None}"
r2qk2r/pp1nbppp/5n2/2pp4/3P4/5N2/PPP2PPP/RNBQR1K1 w kq - 2 9,1,"{'Move': 'd1e2', 'Centipawn': 147, 'Mate': None}"
r2qk2r/pp1nbppp/5n2/2pp4/3P4/5N2/PPP1QPPP/RNB1R1K1 b kq - 3 9,1,"{'Move': 'd7f8', 'Centipawn': 136, 'Mate': None}"
r2qkn1r/pp2bppp/5n2/2pp4/3P4/5N2/PPP1QPPP/RNB1R1K1 w kq - 4 10,1,"{'Move': 'd4c5', 'Centipawn': 136, 'Mate': None}"
r2qkn1r/pp2bppp/5n2/2Pp4/8/5N2/PPP1QPPP/RNB1R1K1 b kq - 0 10,1,"{'Move': 'f8e6', 'Centipawn': 137, 'Mate': None}"
r2qk2r/pp2bppp/4nn2/2Pp4/8/5N2/PPP1QPPP/RNB1R1K1 w kq - 1 11,1,"{'Move': 'e2b5', 'Centipawn': 140, 'Mate': None}"
r2qk2r/pp2bppp/4nn2/1QPp4/8/5N2/PPP2PPP/RNB1R1K1 b kq - 2 11,1,"{'Move': 'd8d7', 'Centipawn': 143, 'Mate': None}"
r3k2r/pp1qbppp/4nn2/1QPp4/8/5N2/PPP2PPP/RNB1R1K1 w kq - 3 12,1,"{'Move': 'b5d7', 'Centipawn': 147, 'Mate': None}"
r3k2r/pp1Qbppp/4nn2/2Pp4/8/5N2/PPP2PPP/RNB1R1K1 b kq - 0 12,1,"{'Move': 'f6d7', 'Centipawn': 133, 'Mate': None}"
r3k2r/pp1nbppp/4n3/2Pp4/8/5N2/PPP2PPP/RNB1R1K1 w kq - 0 13,1,"{'Move': 'b1c3', 'Centipawn': 141, 'Mate': None}"
r3rbk1/pp3ppp/1nq5/3p4/1P1Nn3/2P2N2/PB3PPP/2RQR1K1 b - - 14 18,1,"{'Move': 'c6d7', 'Centipawn': -101, 'Mate': None}"
r3rbk1/pp1q1ppp/1n6/3p4/1P1Nn3/2P2N2/PB3PPP/2RQR1K1 w - - 15 19,1,"{'Move': 'c1c2', 'Centipawn': -101, 'Mate': None}"
r3rbk1/pp1q1ppp/1n6/3p4/1P1Nn3/2P2N2/PBR2PPP/3QR1K1 b - - 16 19,1,"{'Move': 'b6a4', 'Centipawn': -103, 'Mate': None}"
r3rbk1/pp1q1ppp/8/3p4/nP1Nn3/2P2N2/PBR2PPP/3QR1K1 w - - 17 20,1,"{'Move': 'b2a1', 'Centipawn': -106, 'Mate': None}"
r3rbk1/pp1q1ppp/8/3p4/nP1Nn3/2P2N2/P1R2PPP/B2QR1K1 b - - 18 20,1,"{'Move': 'a8c8', 'Centipawn': -105, 'Mate': None}"
2r1rbk1/pp1q1ppp/8/3p4/nP1Nn3/2P2N2/P1R2PPP/B2QR1K1 w - - 19 21,1,"{'Move': 'd1d3', 'Centipawn': -108, 'Mate': None}"
2r1rbk1/pp1q1ppp/8/3p4/nP1Nn3/2PQ1N2/P1R2PPP/B3R1K1 b - - 20 21,1,"{'Move': 'a7a6', 'Centipawn': -114, 'Mate': None}"
2r1rbk1/1p1q1ppp/p7/3p4/nP1Nn3/2PQ1N2/P1R2PPP/B3R1K1 w - - 0 22,1,"{'Move': 'e1d1', 'Centipawn': -112, 'Mate': None}"
2r1rbk1/1p1q1ppp/p7/3p4/nP1Nn3/2PQ1N2/P1R2PPP/B2R2K1 b - - 1 22,1,"{'Move': 'g7g6', 'Centipawn': -119, 'Mate': None}"
2r1rbk1/1p1q1p1p/p5p1/3p4/nP1Nn3/2PQ1N2/P1R2PPP/B2R2K1 w - - 0 23,1,"{'Move': 'g2g3', 'Centipawn': -112, 'Mate': None}"
r1q1rbk1/1p3ppp/8/3p4/pPnNP3/2P5/6PP/B1RQR1K1 w - - 0 23,1,"{'Move': 'e4d5', 'Centipawn': -376, 'Mate': None}"
r1q1rbk1/1p3ppp/8/3P4/pPnN4/2P5/6PP/B1RQR1K1 b - - 0 23,1,"{'Move': 'e8e1', 'Centipawn': -360, 'Mate': None}"
r1q2bk1/1p3ppp/8/3P4/pPnN4/2P5/6PP/B1RQr1K1 w - - 0 24,1,"{'Move': 'd1e1', 'Centipawn': -371, 'Mate': None}"
r1q2bk1/1p3ppp/8/3P4/pPnN4/2P5/6PP/B1R1Q1K1 b - - 0 24,1,"{'Move': 'c8d7', 'Centipawn': -375, 'Mate': None}"
r4bk1/1p1q1ppp/8/3P4/pPnN4/2P5/6PP/B1R1Q1K1 w - - 1 25,1,"{'Move': 'e1f2', 'Centipawn': -372, 'Mate': None}"
r4bk1/1p1q1ppp/8/3P4/pPnN4/2P5/5QPP/B1R3K1 b - - 2 25,1,"{'Move': 'g7g6', 'Centipawn': -369, 'Mate': None}"
r4bk1/1p1q1p1p/6p1/3P4/pPnN4/2P5/5QPP/B1R3K1 w - - 0 26,1,"{'Move': 'c1e1', 'Centipawn': -376, 'Mate': None}"
r4bk1/1p1q1p1p/6p1/3P4/pPnN4/2P5/5QPP/B3R1K1 b - - 1 26,1,"{'Move': 'a8e8', 'Centipawn': -407, 'Mate': None}"
4rbk1/1p1q1p1p/6p1/3P4/pPnN4/2P5/5QPP/B3R1K1 w - - 2 27,1,"{'Move': 'e1d1', 'Centipawn': -417, 'Mate': None}"
r3rbk1/1p3ppp/8/P7/1P1N4/2P1p3/3n1qPP/B1RQR2K w - - 5 27,1,"{'Move': 'g2g3', 'Centipawn': -281, 'Mate': None}"
r3rbk1/1p3ppp/8/P7/1P1N4/2P1p1P1/3n1q1P/B1RQR2K b - - 0 27,1,"{'Move': 'f2f6', 'Centipawn': -269, 'Mate': None}"
r3rbk1/1p3ppp/5q2/P7/1P1N4/2P1p1P1/3n3P/B1RQR2K w - - 1 28,1,"{'Move': 'd1e2', 'Centipawn': -281, 'Mate': None}"
r3rbk1/1p3ppp/5q2/P7/1P1N4/2P1p1P1/3nQ2P/B1R1R2K b - - 2 28,1,"{'Move': 'g7g6', 'Centipawn': -285, 'Mate': None}"
r3rbk1/1p3p1p/5qp1/P7/1P1N4/2P1p1P1/3nQ2P/B1R1R2K w - - 0 29,1,"{'Move': 'e2g2', 'Centipawn': -278, 'Mate': None}"
r3rbk1/1p3p1p/5qp1/P7/1P1N4/2P1p1P1/3n2QP/B1R1R2K b - - 1 29,1,"{'Move': 'f6e7', 'Centipawn': -285, 'Mate': None}"
r3rbk1/1p2qp1p/6p1/P7/1P1N4/2P1p1P1/3n2QP/B1R1R2K w - - 2 30,1,"{'Move': 'c1d1', 'Centipawn': -293, 'Mate': None}"
3rrbk1/1p4pp/8/P4p2/1PnN4/2P1pP2/7P/B1R1R2K w - - 0 29,1,"{'Move': 'h1g2', 'Centipawn': -260, 'Mate': None}"
3rrbk1/1p4pp/8/P4p2/1PnN4/2P1pP2/6KP/B1R1R3 b - - 1 29,1,"{'Move': 'f5f4', 'Centipawn': -267, 'Mate': None}"
3rrbk1/1p4pp/8/P7/1PnN1p2/2P1pP2/6KP/B1R1R3 w - - 0 30,1,"{'Move': 'c1c2', 'Centipawn': -258, 'Mate': None}"
3rrbk1/1p4pp/8/P7/1PnN1p2/2P1pP2/2R3KP/B3R3 b - - 1 30,1,"{'Move': 'd8d5', 'Centipawn': -288, 'Mate': None}"
4rbk1/1p4pp/8/P2r4/1PnN1p2/2P1pP2/2R3KP/B3R3 w - - 2 31,1,"{'Move': 'c2a2', 'Centipawn': -270, 'Mate': None}"
4rbk1/1p4pp/8/P2r4/1PnN1p2/2P1pP2/R5KP/B3R3 b - - 3 31,1,"{'Move': 'f8e7', 'Centipawn': -299, 'Mate': None}"
4r1k1/1p2b1pp/8/P2r4/1PnN1p2/2P1pP2/R5KP/B3R3 w - - 4 32,1,"{'Move': 'b4b5', 'Centipawn': -292, 'Mate': None}"
4r1k1/1p2b1pp/8/PP1r4/2nN1p2/2P1pP2/R5KP/B3R3 b - - 0 32,1,"{'Move': 'e7a3', 'Centipawn': -315, 'Mate': None}"
4r1k1/1p4pp/8/PP1r4/2nN1p2/b1P1pP2/R5KP/B3R3 w - - 1 33,1,"{'Move': 'g2f1', 'Centipawn': -306, 'Mate': None}"
3rr1k1/1p3ppp/8/P3n1b1/1P1N4/2P1pP2/1BR4P/6RK b - - 6 31,1,"{'Move': 'h7h6', 'Centipawn': -175, 'Mate': None}"
3rr1k1/1p3pp1/7p/P3n1b1/1P1N4/2P1pP2/1BR4P/6RK w - - 0 32,1,"{'Move': 'b4b5', 'Centipawn': -218, 'Mate': None}"
3rr1k1/1p3pp1/7p/PP2n1b1/3N4/2P1pP2/1BR4P/6RK b - - 0 32,1,"{'Move': 'e5d3', 'Centipawn': -217, 'Mate': None}"
3rr1k1/1p3pp1/7p/PP4b1/3N4/2PnpP2/1BR4P/6RK w - - 1 33,1,"{'Move': 'b2c1', 'Centipawn': -187, 'Mate': None}"
3rr1k1/1p3pp1/7p/PP4b1/3N4/2PnpP2/2R4P/2B3RK b - - 2 33,1,"{'Move': 'd3f4', 'Centipawn': -203, 'Mate': None}"
